"Munícipio","Região Administrativa","Ano","Porte","i-Educ","i-Saúde","i-Planejamento","i-Fiscal","i-Amb","i-Cidade","i-Gov-TI","IEGM","Receita","Despesa","Habitantes"
"Nuporanga","Região Administrativa de Franca","2014","Pequeno","B","B","C","B+","B+","C","C","B","R$ 30,812,872.45","R$ 31,748,842.96","7007"
"Ocauçu","Região Administrativa de Marília","2017","Muito Pequeno","B","B+","C","B","C","C","C","C+","R$ 17,091,500.71","R$ 15,190,345.13","4308"
"Ocauçu","Região Administrativa de Marília","2016","Muito Pequeno","B+","B+","C","B","B","C","C","B","R$ 16,175,609.01","R$ 17,327,619.46","4150"
"Ocauçu","Região Administrativa de Marília","2015","Muito Pequeno","B+","B+","C","B","B","C","C","B","R$ 15,365,542.25","R$ 15,821,008.15","4151"
"Ocauçu","Região Administrativa de Marília","2014","Muito Pequeno","B+","B+","C","B","B+","C","B","B","R$ 14,738,155.76","R$ 15,074,516.08","4153"
"Olímpia","Região Administrativa de Barretos","2014","Médio","A","A","C","B","B","A","B+","B","R$ 171,972,362.34","R$ 158,707,703.29","51092"
"Olímpia","Região Administrativa de Barretos","2017","Médio","C+","B+","B+","B+","B+","B+","B","B+","R$ 221,894,117.72","R$ 192,876,929.23","54037"
"Olímpia","Região Administrativa de Barretos","2015","Médio","B+","A","B+","B","A","A","B","B+","R$ 195,872,622.10","R$ 178,197,591.58","51371"
"Olímpia","Região Administrativa de Barretos","2016","Médio","B+","B+","A","B","B+","A","B","B+","R$ 213,073,850.25","R$ 195,689,001.91","51598"
"Onda Verde","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","C+","B+","C+","B","C+","B","B","C+","R$ 19,986,739.98","R$ 18,466,847.06","4023"
"Onda Verde","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","C","A","C","B","C+","C","C","C","R$ 20,871,444.22","R$ 20,223,816.10","4060"
"Onda Verde","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","C","B+","C","C+","C+","C","C","C+","R$ 21,364,885.85","R$ 21,217,262.79","4286"
"Onda Verde","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","C+","A","B+","B+","B","C","C","B","R$ 21,293,641.29","R$ 21,036,096.42","4093"
"Oriente","Região Administrativa de Marília","2017","Pequeno","C","C+","C","B","B+","C","C","C","R$ 16,809,895.36","R$ 16,917,370.38","6473"
"Oriente","Região Administrativa de Marília","2014","Pequeno","B","B+","C+","B","C+","C","C","B","R$ 15,836,805.89","R$ 16,043,625.38","6164"
"Oriente","Região Administrativa de Marília","2016","Pequeno","C+","B","C","B+","B","C","C+","C+","R$ 16,471,662.50","R$ 16,471,939.57","6198"
"Oriente","Região Administrativa de Marília","2015","Pequeno","B+","B","C","B+","B","C","C","B","R$ 15,650,116.35","R$ 16,046,101.30","6181"
"Orindiúva","Região Administrativa de São José do Rio Preto","2014","Pequeno","A","B+","C","B+","B","C","C+","B","R$ 30,406,743.14","R$ 29,220,284.13","6177"
"Orindiúva","Região Administrativa de São José do Rio Preto","2015","Pequeno","B+","A","C","B","C","C","C+","B","R$ 31,656,885.51","R$ 27,186,668.99","6314"
"Orindiúva","Região Administrativa de São José do Rio Preto","2016","Pequeno","B+","A","C","B+","C","C","C+","B","R$ 30,675,571.67","R$ 28,224,890.60","6421"
"Orindiúva","Região Administrativa de São José do Rio Preto","2017","Pequeno","B+","B+","C","B+","B","C","C","B","R$ 33,621,754.66","R$ 33,719,302.36","6731"
"Orlândia","Região Administrativa de Franca","2015","Médio","B+","B+","B","B+","A","B","B","B+","R$ 139,111,814.60","R$ 127,577,419.96","41113"
"Orlândia","Região Administrativa de Franca","2014","Médio","A","A","C+","B","B+","C+","B+","B+","R$ 135,769,273.45","R$ 118,996,339.90","40837"
"Orlândia","Região Administrativa de Franca","2016","Médio","B+","B+","B","B+","A","C","B","B+","R$ 165,395,906.85","R$ 134,369,703.91","41341"
"Orlândia","Região Administrativa de Franca","2017","Médio","B","B","C","B+","B+","B+","B","B","R$ 162,117,401.16","R$ 137,410,761.96","43306"
"Osasco","Região Metropolitana de São Paulo","2016","Grande","B","B+","C","B","B+","A","C+","B","R$ 2,038,438,893.60","R$ 2,040,170,894.06","674552"
"Osasco","Região Metropolitana de São Paulo","2017","Grande","B","B","C","B","B","B+","B+","B","R$ 2,128,620,723.30","R$ 2,035,364,623.72","697886"
"Osasco","Região Metropolitana de São Paulo","2014","Grande","A","B+","C","C+","B","B","B","B","R$ 1,815,912,771.35","R$ 1,923,498,305.97","671686"
"Osasco","Região Metropolitana de São Paulo","2015","Grande","B","B","C","B","C+","A","B+","C+","R$ 1,851,196,127.19","R$ 1,974,345,795.33","672958"
"Oscar Bressane","Região Administrativa de Marília","2016","Muito Pequeno","B+","B+","B","B","B","C","C","B","R$ 13,646,294.39","R$ 13,133,611.96","2522"
"Oscar Bressane","Região Administrativa de Marília","2014","Muito Pequeno","A","A","B","B+","B+","C","C+","B+","R$ 12,779,961.14","R$ 13,106,880.93","2527"
"Oscar Bressane","Região Administrativa de Marília","2015","Muito Pequeno","B+","B+","B","B","B+","C","C","B","R$ 12,792,689.31","R$ 13,246,658.73","2524"
"Oscar Bressane","Região Administrativa de Marília","2017","Muito Pequeno","C+","B","C","B","B","C","C","C+","R$ 14,025,680.69","R$ 14,129,589.53","2616"
"Osvaldo Cruz","Região Administrativa de Presidente Prudente","2014","Médio","A","B","B+","B","B+","B","C+","B+","R$ 78,528,137.89","R$ 75,901,045.66","31088"
"Osvaldo Cruz","Região Administrativa de Presidente Prudente","2016","Médio","B","B","C+","B+","B+","B+","C","B","R$ 73,699,516.03","R$ 72,447,532.50","31159"
"Osvaldo Cruz","Região Administrativa de Presidente Prudente","2015","Médio","B+","B","B","B+","B+","B","C","B","R$ 68,359,209.38","R$ 68,210,717.08","31134"
"Osvaldo Cruz","Região Administrativa de Presidente Prudente","2017","Médio","B+","B+","C","B","B+","B+","C","B","R$ 71,993,052.82","R$ 70,501,132.10","32709"
"Ourinhos","Região Administrativa de Marília","2015","Médio","B+","B+","C+","B+","C+","A","B","B","R$ 310,226,507.49","R$ 310,113,283.88","106909"
"Ourinhos","Região Administrativa de Marília","2014","Médio","A","B+","C","B","B","A","B+","B","R$ 291,733,679.96","R$ 292,590,207.50","106106"
"Ourinhos","Região Administrativa de Marília","2017","Médio","C+","B","C","B","B","B+","B","C+","R$ 348,239,827.80","R$ 331,727,831.27","111813"
"Ourinhos","Região Administrativa de Marília","2016","Médio","B+","B","B","B","C","B+","B","B","R$ 328,002,099.62","R$ 327,552,593.28","107616"
"Ouro Verde","Região Administrativa de Presidente Prudente","2016","Pequeno","B","B","B","B+","C","C","C","C+","R$ 23,126,166.01","R$ 22,483,024.99","8082"
"Ouro Verde","Região Administrativa de Presidente Prudente","2017","Pequeno","C","C+","C","C+","C","C","C","C","R$ 22,539,540.94","R$ 22,785,322.83","8440"
"Ouro Verde","Região Administrativa de Presidente Prudente","2015","Pequeno","B","B+","C+","B+","B","C","C","B","R$ 20,823,124.44","R$ 21,443,268.57","8037"
"Ouro Verde","Região Administrativa de Presidente Prudente","2014","Pequeno","A","A","B+","B+","C+","C","C","B+","R$ 21,936,565.89","R$ 22,882,746.52","7987"
"Ouroeste","Região Administrativa de São José do Rio Preto","2015","Pequeno","C+","B+","B+","B+","B+","C","C","B","R$ 66,898,550.84","R$ 58,795,109.43","9134"
"Ouroeste","Região Administrativa de São José do Rio Preto","2016","Pequeno","B","A","B+","B","B","C","C","B","R$ 67,675,179.08","R$ 59,828,496.41","9259"
"Ouroeste","Região Administrativa de São José do Rio Preto","2014","Pequeno","A","B+","B+","B","B+","C","B","B","R$ 62,789,420.15","R$ 56,523,843.44","8979"
"Ouroeste","Região Administrativa de São José do Rio Preto","2017","Pequeno","C","B+","C","C+","B","C","C","C+","R$ 67,626,157.14","R$ 60,531,743.46","9897"
"Pacaembu","Região Administrativa de Presidente Prudente","2016","Pequeno","C","B","B+","A","B","C","C","B","R$ 36,306,910.55","R$ 36,032,571.86","13122"
"Pacaembu","Região Administrativa de Presidente Prudente","2014","Pequeno","B+","A","C","B+","B","C+","B+","B","R$ 31,359,730.07","R$ 33,139,704.13","13156"
"Pacaembu","Região Administrativa de Presidente Prudente","2015","Pequeno","B","B","B+","B+","B","C","C","B","R$ 30,826,326.09","R$ 31,600,203.02","13139"
"Pacaembu","Região Administrativa de Presidente Prudente","2017","Pequeno","C+","B","B","B+","C+","C","C+","B","R$ 37,763,392.67","R$ 37,821,932.39","14086"
"Palestina","Região Administrativa de São José do Rio Preto","2016","Pequeno","B+","B","B","B","C","C","C","B","R$ 36,418,887.84","R$ 37,349,269.72","11766"
"Palestina","Região Administrativa de São José do Rio Preto","2017","Pequeno","B","B+","C+","B","C","C","C","C+","R$ 37,021,859.57","R$ 35,921,853.59","12542"
"Palestina","Região Administrativa de São José do Rio Preto","2014","Pequeno","A","B+","B+","B","C","C","C+","B","R$ 32,829,392.58","R$ 33,557,389.50","11540"
"Palestina","Região Administrativa de São José do Rio Preto","2015","Pequeno","C+","B","B+","B","C","C","C","C+","R$ 33,171,596.19","R$ 36,627,147.37","11670"
"Palmares Paulista","Região Administrativa de São José do Rio Preto","2016","Pequeno","C","A","C","B+","B","C","C","B","R$ 24,839,351.78","R$ 25,637,119.92","12204"
"Palmares Paulista","Região Administrativa de São José do Rio Preto","2014","Pequeno","B","B","A","B","B","C","C+","B","R$ 21,855,873.53","R$ 21,445,634.06","11785"
"Palmares Paulista","Região Administrativa de São José do Rio Preto","2015","Pequeno","C+","B+","B","B+","B","C","C","B","R$ 24,139,893.79","R$ 23,752,726.76","12014"
"Palmares Paulista","Região Administrativa de São José do Rio Preto","2017","Pequeno","C","B+","B","B","C+","C","C","C+","R$ 25,303,820.25","R$ 24,820,582.74","12730"
"Palmeira d'Oeste","Região Administrativa de São José do Rio Preto","2016","Pequeno","B","B","B","B","C+","C","C","B","R$ 24,697,668.09","R$ 24,868,473.64","9276"
"Palmeira d'Oeste","Região Administrativa de São José do Rio Preto","2014","Pequeno","B+","B+","C+","B+","C+","C","C","B","R$ 23,752,427.48","R$ 24,003,449.04","9368"
"Palmeira d'Oeste","Região Administrativa de São José do Rio Preto","2015","Pequeno","B","B+","B","B","C","C","C","B","R$ 22,388,033.31","R$ 23,460,907.70","9313"
"Palmeira d'Oeste","Região Administrativa de São José do Rio Preto","2017","Pequeno","C","B","C","B","C+","C","C","C","R$ 24,744,430.36","R$ 23,935,152.02","9496"
"Palmital","Região Administrativa de Marília","2017","Médio","B","B","C+","B","A","C","B+","B","R$ 73,489,729.64","R$ 70,594,619.25","22196"
"Palmital","Região Administrativa de Marília","2016","Médio","B+","A","B","B","B+","C","B+","B+","R$ 68,989,437.95","R$ 75,544,203.87","21446"
"Palmital","Região Administrativa de Marília","2015","Médio","B+","B+","B","B","A","C","B+","B+","R$ 63,518,315.13","R$ 68,366,571.88","21408"
"Palmital","Região Administrativa de Marília","2014","Médio","A","B+","B+","B+","B+","C","B+","B+","R$ 64,592,363.27","R$ 65,325,151.35","21362"
"Panorama","Região Administrativa de Presidente Prudente","2017","Pequeno","B","B","C","C","B","C","C","C+","R$ 40,016,693.03","R$ 42,264,698.93","15619"
"Panorama","Região Administrativa de Presidente Prudente","2014","Pequeno","B","B+","B+","B","C","C","C+","B","R$ 35,637,170.51","R$ 37,354,348.44","14832"
"Panorama","Região Administrativa de Presidente Prudente","2016","Pequeno","B","B","B","B+","B+","C","C+","B","R$ 39,193,359.52","R$ 38,247,329.83","14957"
"Panorama","Região Administrativa de Presidente Prudente","2015","Pequeno","B+","B+","B","B","B","C","C+","B","R$ 36,743,237.14","R$ 37,631,063.45","14897"
"Paraguaçu Paulista","Região Administrativa de Marília","2016","Médio","B+","B+","C","B","B","C","C+","B","R$ 130,360,628.09","R$ 123,026,101.16","43447"
"Paraguaçu Paulista","Região Administrativa de Marília","2015","Médio","B+","B+","C+","B","B+","B+","B","B","R$ 129,262,280.71","R$ 118,789,201.75","43264"
"Paraguaçu Paulista","Região Administrativa de Marília","2017","Médio","C+","B","C","B","B+","C+","B","B","R$ 141,813,462.61","R$ 139,277,281.16","45255"
"Paraguaçu Paulista","Região Administrativa de Marília","2014","Médio","A","B+","B","B","B","B","B","B+","R$ 123,561,232.77","R$ 110,955,586.24","43061"
"Paraibuna","Região Administrativa de São José dos Campos","2017","Pequeno","C","C","C","B+","C+","B+","B","C+","R$ 60,883,182.74","R$ 56,151,495.68","18206"
"Paraibuna","Região Administrativa de São José dos Campos","2015","Pequeno","B+","B+","B","B+","C","B+","B","B","R$ 54,971,150.45","R$ 55,631,209.00","17809"
"Paraibuna","Região Administrativa de São José dos Campos","2014","Pequeno","B+","B","B+","B+","C+","B+","B","B+","R$ 61,247,939.70","R$ 57,717,639.90","17724"
"Paraibuna","Região Administrativa de São José dos Campos","2016","Pequeno","C+","C","B+","B+","C+","A","B","B","R$ 61,012,784.66","R$ 56,306,127.26","17893"
"Paranapanema","Região Administrativa de Itapeva","2017","Pequeno","B","C","C","C+","B","C+","B","C+","R$ 84,225,171.11","R$ 82,761,083.45","19730"
"Paranapanema","Região Administrativa de Itapeva","2016","Pequeno","C+","B","C","B","B+","C","C+","C+","R$ 77,570,705.76","R$ 69,058,021.12","19083"
"Paranapanema","Região Administrativa de Itapeva","2015","Pequeno","B+","B","C","C+","B+","C","C","B","R$ 68,193,582.49","R$ 70,336,551.59","18870"
"Paranapanema","Região Administrativa de Itapeva","2014","Pequeno","B+","B","C+","B+","C","B+","B+","B","R$ 64,710,987.45","R$ 63,745,945.19","18648"
"Paranapuã","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B","B","C","B","B","C","C","C+","R$ 15,806,464.00","R$ 14,389,852.65","3860"
"Paranapuã","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B+","A","B","B","B","C","C","B+","R$ 16,213,123.52","R$ 14,602,607.62","3851"
"Paranapuã","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","C+","B","C+","B","C","C","C","C+","R$ 16,667,101.88","R$ 15,118,481.26","4051"
"Paranapuã","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B","A","B","B+","C+","C","C","B","R$ 16,580,655.31","R$ 15,042,003.61","3866"
"Parapuã","Região Administrativa de Marília","2014","Pequeno","A","A","A","B","B+","B","B","B+","R$ 26,124,870.67","R$ 27,515,765.05","10699"
"Parapuã","Região Administrativa de Marília","2015","Pequeno","B","B","C","B","C+","B","C","B","R$ 25,358,914.38","R$ 25,035,101.61","10662"
"Parapuã","Região Administrativa de Marília","2016","Pequeno","B","B","C+","B+","C","B","C+","C+","R$ 28,121,099.28","R$ 26,466,402.60","10631"
"Parapuã","Região Administrativa de Marília","2017","Pequeno","C+","B","B","C+","C+","C+","C","C+","R$ 29,774,062.60","R$ 30,045,810.67","11073"
"Paraíso","Região Administrativa de São José do Rio Preto","2016","Pequeno","B+","B+","B","B+","B","C","B","B","R$ 28,833,945.03","R$ 25,167,915.62","6135"
"Paraíso","Região Administrativa de São José do Rio Preto","2015","Pequeno","C+","B+","C+","B+","C+","C","B","B","R$ 27,191,260.00","R$ 23,229,383.07","6103"
"Paraíso","Região Administrativa de São José do Rio Preto","2014","Pequeno","A","B","B","B","B","C","C","B","R$ 23,101,764.63","R$ 22,837,336.53","6060"
"Paraíso","Região Administrativa de São José do Rio Preto","2017","Pequeno","C+","B+","C+","B","B","C+","C+","B","R$ 25,892,833.36","R$ 25,235,238.92","6369"
"Pardinho","Região Administrativa de Sorocaba","2016","Pequeno","B","C+","C+","B","B","C","B","C+","R$ 28,913,292.74","R$ 31,014,312.79","6064"
"Pardinho","Região Administrativa de Sorocaba","2017","Pequeno","C","C+","C","B","B","C","C+","C","R$ 30,390,785.83","R$ 28,803,407.29","6259"
"Pardinho","Região Administrativa de Sorocaba","2015","Pequeno","C+","B","C","B+","B","C","C","C+","R$ 26,830,453.01","R$ 30,511,983.35","5985"
"Pardinho","Região Administrativa de Sorocaba","2014","Pequeno","B+","B+","C","B+","C+","C","C","B","R$ 28,761,091.97","R$ 28,383,663.58","5901"
"Pariquera-Açu","Região Administrativa de Registro","2015","Pequeno","B","B+","B+","B","B","B+","C","B+","R$ 38,461,177.10","R$ 36,645,823.78","18859"
"Pariquera-Açu","Região Administrativa de Registro","2017","Pequeno","B+","B","C+","B","B","B+","B","B","R$ 42,785,277.35","R$ 42,793,743.80","19537"
"Pariquera-Açu","Região Administrativa de Registro","2014","Pequeno","B+","B+","B","B+","B","A","B","B+","R$ 37,577,466.33","R$ 40,598,300.85","18774"
"Pariquera-Açu","Região Administrativa de Registro","2016","Pequeno","B","B+","B","B+","B+","A","C+","B","R$ 41,135,184.48","R$ 37,549,004.16","18937"
"Parisi","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B+","A","C","B+","B+","C","C","B","R$ 14,102,874.39","R$ 12,943,825.18","2044"
"Parisi","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","C","B+","C+","C+","C","C+","C","C+","R$ 15,644,526.71","R$ 14,662,028.13","2150"
"Parisi","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","C+","B+","C","B+","B+","C+","C","B","R$ 15,201,484.74","R$ 13,636,529.62","2048"
"Parisi","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","C","B+","B+","B+","C+","B","C","C+","R$ 16,916,839.29","R$ 13,480,292.40","2049"
"Patrocínio Paulista","Região Administrativa de Franca","2017","Pequeno","C+","B","C+","B","B","C","C+","C+","R$ 54,052,849.55","R$ 46,915,108.02","14351"
"Patrocínio Paulista","Região Administrativa de Franca","2016","Pequeno","B","B","B","B+","B+","B+","C+","B","R$ 48,886,538.08","R$ 44,652,466.26","13890"
"Patrocínio Paulista","Região Administrativa de Franca","2015","Pequeno","B+","B+","C","B+","B+","C","C+","B","R$ 42,294,170.70","R$ 40,835,596.89","13750"
"Patrocínio Paulista","Região Administrativa de Franca","2014","Pequeno","B+","B+","C","B+","B+","C","B","B","R$ 39,333,450.70","R$ 60,962,765.62","13594"
"Paulicéia","Região Administrativa de Presidente Prudente","2015","Pequeno","B","B","B","B+","C","C","C","C+","R$ 25,930,884.53","R$ 25,248,796.63","6757"
"Paulicéia","Região Administrativa de Presidente Prudente","2017","Pequeno","C","C+","C","B","C","C","C+","C","R$ 28,586,418.56","R$ 29,943,556.96","7147"
"Paulicéia","Região Administrativa de Presidente Prudente","2014","Pequeno","B","B","B","B+","C","C","C+","B","R$ 24,539,308.59","R$ 24,499,802.01","6669"
"Paulicéia","Região Administrativa de Presidente Prudente","2016","Pequeno","C+","C","C","C","C","C","C","C","R$ 28,859,619.37","R$ 28,981,803.06","6833"
"Paulistânia","Região Administrativa de Bauru","2015","Muito Pequeno","B+","B+","B+","B+","A","C+","C","B+","R$ 12,269,503.05","R$ 12,891,333.68","1777"
"Paulistânia","Região Administrativa de Bauru","2014","Muito Pequeno","A","B+","C","B+","B+","B","C","B","R$ 12,509,059.90","R$ 11,688,301.96","1777"
"Paulistânia","Região Administrativa de Bauru","2017","Muito Pequeno","B","B+","C","B","A","A","C","B","R$ 14,176,829.15","R$ 14,226,117.92","1841"
"Paulistânia","Região Administrativa de Bauru","2016","Muito Pequeno","C+","B","C","B+","A","B","C","B","R$ 13,731,705.80","R$ 13,816,940.56","1775"
"Paulo de Faria","Região Administrativa de São José do Rio Preto","2014","Pequeno","B","B+","C","B+","C","C","C+","C+","R$ 29,043,748.03","R$ 28,430,967.04","8548"
"Paulo de Faria","Região Administrativa de São José do Rio Preto","2016","Pequeno","C+","A","C","B","A","C+","B","C","R$ 35,799,225.99","R$ 35,688,115.19","8534"
"Paulo de Faria","Região Administrativa de São José do Rio Preto","2017","Pequeno","C","B+","C+","B","B","C","C","B","R$ 35,440,114.45","R$ 33,910,733.75","8953"
"Paulo de Faria","Região Administrativa de São José do Rio Preto","2015","Pequeno","C+","B+","B","B+","B+","C","C+","B","R$ 30,234,572.14","R$ 28,905,424.83","8538"
"Paulínia","Região Administrativa de Campinas","2016","Médio","B","B","B+","B","B+","B+","B","B","R$ 1,146,551,784.29","R$ 1,200,241,720.65","96955"
"Paulínia","Região Administrativa de Campinas","2015","Médio","C","C+","C+","B+","A","B+","B","B","R$ 1,077,576,124.22","R$ 1,021,998,837.62","95033"
"Paulínia","Região Administrativa de Campinas","2017","Médio","B","C+","C","B","A","B+","B","C+","R$ 1,282,385,661.83","R$ 1,184,810,358.85","102499"
"Paulínia","Região Administrativa de Campinas","2014","Médio","B+","B+","B","B","B","B+","B","B","R$ 1,051,952,386.91","R$ 1,092,568,715.24","92231"
"Pederneiras","Região Administrativa de Bauru","2014","Médio","A","B","C","B+","B","A","B+","B","R$ 112,319,608.08","R$ 113,551,938.55","43169"
"Pederneiras","Região Administrativa de Bauru","2017","Médio","B+","B+","C","B","B+","A","B","B","R$ 117,153,153.27","R$ 117,798,199.84","45708"
"Pederneiras","Região Administrativa de Bauru","2015","Médio","B+","B","C","B+","B","A","B+","B","R$ 114,328,195.92","R$ 112,769,919.15","43608"
"Pederneiras","Região Administrativa de Bauru","2016","Médio","B+","B","C","B+","B","A","B","B","R$ 117,029,665.52","R$ 120,588,605.77","43993"
"Pedra Bela","Região Administrativa de Campinas","2017","Pequeno","C","C","C","C+","C","C","C","C","R$ 17,399,909.61","R$ 18,808,223.30","6078"
"Pedra Bela","Região Administrativa de Campinas","2014","Pequeno","B+","B","B","B+","B+","C","C","B","R$ 16,283,253.44","R$ 16,763,205.80","5859"
"Pedra Bela","Região Administrativa de Campinas","2015","Pequeno","B","B+","B","B+","C","C","C","B","R$ 15,534,673.32","R$ 15,727,111.45","5879"
"Pedra Bela","Região Administrativa de Campinas","2016","Pequeno","C","B","C+","B+","C","C","C","C+","R$ 17,088,888.93","R$ 17,456,453.31","5896"
"Pedranópolis","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","B","B+","C","B","A","C+","C","B","R$ 15,429,482.31","R$ 15,805,775.99","2547"
"Pedranópolis","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B","B+","C","B+","C+","C","C","B","R$ 15,304,313.64","R$ 14,569,767.50","2467"
"Pedranópolis","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B","B","C+","B","B","C","C","B","R$ 13,170,802.62","R$ 15,345,111.99","2494"
"Pedranópolis","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B","B+","C","B+","C+","C","C","C+","R$ 13,617,432.92","R$ 13,553,777.84","2478"
"Pedregulho","Região Administrativa de Franca","2016","Pequeno","B","B+","C","C+","B","A","B","C+","R$ 44,358,233.41","R$ 45,445,585.18","16057"
"Pedregulho","Região Administrativa de Franca","2015","Pequeno","C+","B","C","B","B","A","B","C+","R$ 42,913,892.20","R$ 42,839,316.92","16002"
"Pedregulho","Região Administrativa de Franca","2017","Pequeno","C+","B","C","C","B","B","B","C+","R$ 45,715,276.32","R$ 44,310,059.30","16645"
"Pedregulho","Região Administrativa de Franca","2014","Pequeno","B+","B+","C+","B+","B+","C+","B+","B","R$ 52,699,394.36","R$ 50,647,570.92","15940"
"Pedreira","Região Administrativa de Campinas","2015","Médio","B+","B+","B","B","B","B","B","B","R$ 112,098,457.35","R$ 126,158,007.98","44259"
"Pedreira","Região Administrativa de Campinas","2016","Médio","B+","B+","B","C+","B","A","C+","B","R$ 122,384,861.87","R$ 127,350,688.09","44707"
"Pedreira","Região Administrativa de Campinas","2017","Médio","B","B+","C","B+","B","B","C+","B","R$ 126,508,887.13","R$ 124,707,249.61","46598"
"Pedreira","Região Administrativa de Campinas","2014","Médio","B+","A","B","B","B+","B","B","B+","R$ 108,027,409.72","R$ 111,077,936.76","43693"
"Pedrinhas Paulista","Região Administrativa de Marília","2014","Muito Pequeno","B+","A","C+","B+","B+","C+","B","B+","R$ 15,089,854.46","R$ 15,103,755.96","2969"
"Pedrinhas Paulista","Região Administrativa de Marília","2017","Muito Pequeno","C","B","C","B","B+","B","B","C+","R$ 16,964,473.91","R$ 16,963,782.92","3087"
"Pedrinhas Paulista","Região Administrativa de Marília","2016","Muito Pequeno","B+","B+","B","A","B","C","C+","B","R$ 17,770,395.92","R$ 17,914,491.89","2983"
"Pedrinhas Paulista","Região Administrativa de Marília","2015","Muito Pequeno","B+","B+","C","B+","B+","C","B","B","R$ 15,256,719.26","R$ 14,876,635.97","2977"
"Pedro de Toledo","Região Administrativa de Registro","2014","Pequeno","B+","B+","B","B","B","B","B","B","R$ 28,785,314.59","R$ 29,292,825.28","10497"
"Pedro de Toledo","Região Administrativa de Registro","2015","Pequeno","B+","B+","C","B+","B+","A","C+","B","R$ 27,680,925.03","R$ 27,366,996.86","10574"
"Pedro de Toledo","Região Administrativa de Registro","2016","Pequeno","C","C","B","B+","C","C","C","C+","R$ 31,436,973.41","R$ 30,122,305.87","10653"
"Pedro de Toledo","Região Administrativa de Registro","2017","Pequeno","C","C+","C","C+","C","B+","C","C","R$ 31,094,844.98","R$ 32,345,075.01","11136"
"Penápolis","Região Administrativa de Araçatuba","2017","Médio","B","C+","C","C+","B","C+","B","C+","R$ 192,691,873.56","R$ 194,182,111.86","62738"
"Penápolis","Região Administrativa de Araçatuba","2015","Médio","B+","B","C+","B","A","C","B","B","R$ 167,673,438.07","R$ 174,593,921.43","59749"
"Penápolis","Região Administrativa de Araçatuba","2016","Médio","B+","B","C","B","A","B","B","B","R$ 185,686,074.19","R$ 184,893,510.54","59953"
"Penápolis","Região Administrativa de Araçatuba","2014","Médio","B+","A","C","B","B","C","B+","B","R$ 156,311,612.49","R$ 152,539,553.28","59492"
"Pereira Barreto","Região Administrativa de Araçatuba","2015","Médio","B+","A","C","B+","B","C","C+","B","R$ 79,790,815.28","R$ 78,835,037.71","25199"
"Pereira Barreto","Região Administrativa de Araçatuba","2016","Médio","B","B","C","B+","B+","C+","C","B","R$ 84,942,618.05","R$ 80,158,337.93","25237"
"Pereira Barreto","Região Administrativa de Araçatuba","2014","Médio","A","B+","B+","B+","A","B","B","B+","R$ 81,569,679.55","R$ 81,091,818.49","25151"
"Pereira Barreto","Região Administrativa de Araçatuba","2017","Médio","B","B","C","B","B","B","C+","C+","R$ 85,686,078.98","R$ 82,713,098.02","25790"
"Pereiras","Região Administrativa de Sorocaba","2016","Pequeno","C+","B+","C","B","B+","C","B","C+","R$ 24,687,178.70","R$ 25,750,825.35","8056"
"Pereiras","Região Administrativa de Sorocaba","2015","Pequeno","B+","B","C+","B","B+","C+","C","B","R$ 22,182,299.32","R$ 24,322,357.97","7965"
"Pereiras","Região Administrativa de Sorocaba","2014","Pequeno","B+","B","A","B+","C+","B","C+","B+","R$ 25,817,309.92","R$ 27,273,742.52","7858"
"Pereiras","Região Administrativa de Sorocaba","2017","Pequeno","C","B","C","B","B+","C","B","C+","R$ 23,941,208.34","R$ 23,475,773.23","8410"
"Peruíbe","Região Administrativa de Santos","2014","Médio","A","B+","C","B","B","B+","C+","B","R$ 204,601,860.48","R$ 203,464,731.58","62307"
"Peruíbe","Região Administrativa de Santos","2017","Médio","C+","B","C","B","B","B","C+","C+","R$ 235,929,138.46","R$ 224,949,072.46","66572"
"Peruíbe","Região Administrativa de Santos","2015","Médio","B","B","C","C+","B","B","C+","B","R$ 205,698,894.57","R$ 228,419,407.16","62977"
"Peruíbe","Região Administrativa de Santos","2016","Médio","B","C+","C","C+","C+","C","C+","C+","R$ 217,651,759.34","R$ 225,604,405.52","63609"
"Piacatu","Região Administrativa de Araçatuba","2016","Pequeno","B+","B","B","B+","B+","C","C","B","R$ 18,863,066.74","R$ 17,850,663.16","5656"
"Piacatu","Região Administrativa de Araçatuba","2015","Pequeno","B+","B","B+","B","A","A","C","B","R$ 17,313,620.14","R$ 18,159,851.84","5599"
